Country,Subvector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Sri Lanka,Natural Regeneration,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,20.6067,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467,4.5467
Sudan,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,Natural Regeneration,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
Swaziland,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,Natural Regeneration,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,8.0667,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567
Switzerland,Natural Regeneration,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,8.5433,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96
Syria,Natural Regeneration,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567,5.7567
Tajikistan,Natural Regeneration,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,6.3067,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77
Tanzania,Natural Regeneration,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,12.2833,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
Thailand,Natural Regeneration,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,21.0833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833,4.5833
Timor-Leste,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,Natural Regeneration,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,24.2367,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17
Trinidad and Tobago,Natural Regeneration,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733,5.5733
Tunisia,Natural Regeneration,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567,4.6567
Turkey,Natural Regeneration,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067,3.0067
Turkmenistan,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933,9.0933
Uganda,Natural Regeneration,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,18.7367,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467,7.8467
Ukraine,Natural Regeneration,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,6.6733,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633,9.8633
United Arab Emirates,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Natural Regeneration,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633,19.7633
United States,Natural Regeneration,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.3333,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433,7.4433
Uruguay,Natural Regeneration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,Natural Regeneration,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,5.9767,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133,11.5133
Vanuatu,Natural Regeneration,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433,6.3433
Venezuela,Natural Regeneration,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667,5.8667
Vietnam,Natural Regeneration,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,17.0133,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
