Model,Scenario,Region Group,ISO,Region,Subvertical,Metric,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
PD22,Pathway,MEA-M,LBN,Lebanon,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,LBY,Libya,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,LUX,Luxembourg,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,MTQ,Martinique,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,MUS,Mauritius,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,MNG,Mongolia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,MNE,Montenegro,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,MAR,Morocco,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,ANUZ,NZL,New Zealand,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,OMN,Oman,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,PAK,PAK,Pakistan,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,POL,Poland,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,USA,PRI,Puerto Rico,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,QAT,Qatar,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,REU,Reunion,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,ROU,Romania,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,STP,Sao Tome and Principe,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVN,Slovenia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,SSD,South Sudan,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU23,ESP,Spain,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,SYR,Syria,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,TJK,Tajikistan,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-L,TLS,Timor-Leste,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,TUR,TUN,Tunisia,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,TKM,Turkmenistan,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,ARE,United Arab Emirates,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,GBR,United Kingdom,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,UZB,Uzbekistan,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-L,VUT,Vanuatu,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,ESH,Western Sahara,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,YEM,Yemen,Improved Forest Management,Max extent,m3,NA,NA,NA,NA,NA,NA
PD22,Pathway,IDN,IDN,Indonesia,Improved Forest Management,Max extent,m3,49251648.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Improved Forest Management,Max extent,m3,5796390.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,MMR,Myanmar,Improved Forest Management,Max extent,m3,5120551.0000,30,0,70,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Improved Forest Management,Max extent,m3,4689441.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,COD,Democratic Republic of the Congo (DRC),Improved Forest Management,Max extent,m3,4611013.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,UGA,Uganda,Improved Forest Management,Max extent,m3,3952273.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,PNG,Papua New Guinea,Improved Forest Management,Max extent,m3,3940000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Improved Forest Management,Max extent,m3,3926643.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Improved Forest Management,Max extent,m3,3876477.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,CMR,Cameroon,Improved Forest Management,Max extent,m3,3264491.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,PRY,Paraguay,Improved Forest Management,Max extent,m3,3065922.0000,30,0,70,NA,NA
PD22,Pathway,IND,IND,India,Improved Forest Management,Max extent,m3,3008859.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,ETH,Ethiopia,Improved Forest Management,Max extent,m3,2649677.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,GHA,Ghana,Improved Forest Management,Max extent,m3,2478393.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,URY,Uruguay,Improved Forest Management,Max extent,m3,2464497.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,CIV,Cote d'Ivoire,Improved Forest Management,Max extent,m3,2218938.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,COL,Colombia,Improved Forest Management,Max extent,m3,2216120.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,SLB,Solomon Islands,Improved Forest Management,Max extent,m3,2095000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-M,GAB,Gabon,Improved Forest Management,Max extent,m3,1986750.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,MOZ,Mozambique,Improved Forest Management,Max extent,m3,1984000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Improved Forest Management,Max extent,m3,1779138.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Improved Forest Management,Max extent,m3,1745579.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,TZA,Tanzania,Improved Forest Management,Max extent,m3,1587738.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,CRI,Costa Rica,Improved Forest Management,Max extent,m3,1195963.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,BFA,Burkina Faso,Improved Forest Management,Max extent,m3,1171000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,SDN,Sudan,Improved Forest Management,Max extent,m3,1157000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-M,AGO,Angola,Improved Forest Management,Max extent,m3,1151000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,MWI,Malawi,Improved Forest Management,Max extent,m3,1033786.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,BOL,Bolivia,Improved Forest Management,Max extent,m3,953000.0000,30,0,70,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Improved Forest Management,Max extent,m3,897000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,MLI,Mali,Improved Forest Management,Max extent,m3,817000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,SEN,Senegal,Improved Forest Management,Max extent,m3,816000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,TCD,Chad,Improved Forest Management,Max extent,m3,761000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-M,GNQ,Equatorial Guinea,Improved Forest Management,Max extent,m3,750000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,NER,Niger,Improved Forest Management,Max extent,m3,701000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Improved Forest Management,Max extent,m3,651000.0000,30,0,70,NA,NA
PD22,Pathway,LAM-L,GTM,Guatemala,Improved Forest Management,Max extent,m3,646229.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,ZMB,Zambia,Improved Forest Management,Max extent,m3,641129.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,SLV,El Salvador,Improved Forest Management,Max extent,m3,623400.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,CAF,Central African Republic,Improved Forest Management,Max extent,m3,623154.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,VEN,Venezuela,Improved Forest Management,Max extent,m3,608490.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,SUR,Suriname,Improved Forest Management,Max extent,m3,566058.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,CUB,Cuba,Improved Forest Management,Max extent,m3,561000.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Improved Forest Management,Max extent,m3,542365.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Improved Forest Management,Max extent,m3,506122.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,LBR,Liberia,Improved Forest Management,Max extent,m3,500000.0000,30,0,70,NA,NA
PD22,Pathway,LAM-L,HND,Honduras,Improved Forest Management,Max extent,m3,478112.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,GUY,Guyana,Improved Forest Management,Max extent,m3,451282.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,BEN,Benin,Improved Forest Management,Max extent,m3,422947.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,FJI,Fiji,Improved Forest Management,Max extent,m3,388688.0000,30,0,70,NA,NA
PD22,Pathway,OAS-CPA,VNM,Vietnam,Improved Forest Management,Max extent,m3,376200.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,ZWE,Zimbabwe,Improved Forest Management,Max extent,m3,376200.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,BDI,Burundi,Improved Forest Management,Max extent,m3,362400.0000,30,0,70,NA,NA
PD22,Pathway,OAS-CPA,KHM,Cambodia,Improved Forest Management,Max extent,m3,322000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,GMB,"Gambia, The",Improved Forest Management,Max extent,m3,227500.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Improved Forest Management,Max extent,m3,170885.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,JAM,Jamaica,Improved Forest Management,Max extent,m3,151390.0000,30,0,70,NA,NA
PD22,Pathway,NAF,DZA,Algeria,Improved Forest Management,Max extent,m3,138600.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,GNB,Guinea-Bissau,Improved Forest Management,Max extent,m3,131910.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,BTN,Bhutan,Improved Forest Management,Max extent,m3,125168.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,SLE,Sierra Leone,Improved Forest Management,Max extent,m3,123600.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,SOM,Somalia,Improved Forest Management,Max extent,m3,110000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,BRN,Brunei Darussalam,Improved Forest Management,Max extent,m3,107300.0000,30,0,70,NA,NA
PD22,Pathway,SSA-M,BWA,Botswana,Improved Forest Management,Max extent,m3,105000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,PHL,Philippines,Improved Forest Management,Max extent,m3,86441.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Improved Forest Management,Max extent,m3,84059.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,GUF,French Guiana (France),Improved Forest Management,Max extent,m3,83746.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,TTO,Trinidad and Tobago,Improved Forest Management,Max extent,m3,58753.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,DOM,Dominican Republic,Improved Forest Management,Max extent,m3,51000.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,KEN,Kenya,Improved Forest Management,Max extent,m3,42000.0000,30,0,70,NA,NA
PD22,Pathway,LAM-L,BLZ,Belize,Improved Forest Management,Max extent,m3,41000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,BGD,Bangladesh,Improved Forest Management,Max extent,m3,33215.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,PAN,Panama,Improved Forest Management,Max extent,m3,23765.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,ERI,Eritrea,Improved Forest Management,Max extent,m3,22495.0000,30,0,70,NA,NA
PD22,Pathway,LAM-M,BHS,Bahamas,Improved Forest Management,Max extent,m3,17000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,NCL,New Caledonia,Improved Forest Management,Max extent,m3,14700.0000,30,0,70,NA,NA
PD22,Pathway,OAS-L,WSM,Samoa,Improved Forest Management,Max extent,m3,5700.0000,30,0,70,NA,NA
PD22,Pathway,SSA-L,MRT,Mauritania,Improved Forest Management,Max extent,m3,3000.0000,30,0,70,NA,NA
PD22,Pathway,OAS-M,PYF,French Polynesia,Improved Forest Management,Max extent,m3,1000.0000,30,0,70,NA,NA
PD22,Pathway,CHN,CHN,China,Agroforestry,Max extent,Mha,358.9307,100,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Agroforestry,Max extent,Mha,348.4202,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Agroforestry,Max extent,Mha,325.6408,100,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Optimal Intensity,Max extent,Mha,297.7691,100,NA,NA,NA,NA
PD22,Pathway,CAS,KAZ,Kazakhstan,Agroforestry,Max extent,Mha,232.3939,100,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Nitrogen Fertilizer Management,Max extent,MtCO2e,212.9200,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Optimal Intensity,Max extent,Mha,190.5664,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Agroforestry,Max extent,Mha,187.8794,100,NA,NA,NA,NA
PD22,Pathway,IND,IND,India,Agroforestry,Max extent,Mha,179.1746,100,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Agroforestry,Max extent,Mha,173.2570,100,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Cropland Soil Health,Max extent,Mha,171.4975,100,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Optimal Intensity,Max extent,Mha,164.5527,100,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Cropland Soil Health,Max extent,Mha,148.4386,100,NA,NA,NA,NA
PD22,Pathway,IND,IND,India,Cropland Soil Health,Max extent,Mha,147.0315,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Optimal Intensity,Max extent,Mha,135.1804,100,NA,NA,NA,NA
PD22,Pathway,IND,IND,India,Biochar,Max extent,Mha,134.6296,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ARG,Argentina,Agroforestry,Max extent,Mha,132.9058,100,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Cropland Soil Health,Max extent,Mha,102.6273,100,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Biochar,Max extent,Mha,96.1955,100,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Biochar,Max extent,Mha,95.3715,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ARG,Argentina,Optimal Intensity,Max extent,Mha,94.3670,100,NA,NA,NA,NA
PD22,Pathway,IND,IND,India,Nitrogen Fertilizer Management,Max extent,MtCO2e,89.5100,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,MNG,Mongolia,Agroforestry,Max extent,Mha,86.4920,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SDN,Sudan,Agroforestry,Max extent,Mha,82.5497,100,NA,NA,NA,NA
PD22,Pathway,SAF,ZAF,South Africa,Agroforestry,Max extent,Mha,80.3000,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,IRN,Iran,Agroforestry,Max extent,Mha,75.8421,100,NA,NA,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Agroforestry,Max extent,Mha,72.0531,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Biochar,Max extent,Mha,67.8378,100,NA,NA,NA,NA
PD22,Pathway,SAF,ZAF,South Africa,Optimal Intensity,Max extent,Mha,64.6489,100,NA,NA,NA,NA
PD22,Pathway,CAN,CAN,Canada,Agroforestry,Max extent,Mha,56.7353,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Cropland Soil Health,Max extent,Mha,55.1792,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,ETH,Ethiopia,Optimal Intensity,Max extent,Mha,52.4193,100,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Biochar,Max extent,Mha,50.8212,100,NA,NA,NA,NA
PD22,Pathway,CAS,KAZ,Kazakhstan,Cropland Soil Health,Max extent,Mha,49.2833,100,NA,NA,NA,NA
PD22,Pathway,CAS,KAZ,Kazakhstan,Optimal Intensity,Max extent,Mha,48.4414,100,NA,NA,NA,NA
PD22,Pathway,PAK,AFG,Afghanistan,Natural Regeneration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,TCD,Chad,Agroforestry,Max extent,Mha,44.2114,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Cropland Soil Health,Max extent,Mha,42.5922,100,NA,NA,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Optimal Intensity,Max extent,Mha,41.8584,100,NA,NA,NA,NA
PD22,Pathway,IND,IND,India,Improved Rice,Max extent,Mha,41.7566,100,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Optimal Intensity,Max extent,Mha,40.7183,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Agroforestry,Max extent,Mha,40.3994,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Cropland Soil Health,Max extent,Mha,39.7810,100,NA,NA,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Agroforestry,Max extent,Mha,38.0071,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Agroforestry,Max extent,Mha,37.4332,100,NA,NA,NA,NA
PD22,Pathway,CAN,CAN,Canada,Cropland Soil Health,Max extent,Mha,37.1579,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Agroforestry,Max extent,Mha,36.7655,100,NA,NA,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Cropland Soil Health,Max extent,Mha,36.0602,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ARG,Argentina,Biochar,Max extent,Mha,34.3450,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Cropland Soil Health,Max extent,Mha,34.1215,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SOM,Somalia,Optimal Intensity,Max extent,Mha,33.8260,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Biochar,Max extent,Mha,33.7298,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,BWA,Botswana,Optimal Intensity,Max extent,Mha,33.5542,100,NA,NA,NA,NA
PD22,Pathway,PAK,AFG,Afghanistan,Agroforestry,Max extent,Mha,33.2547,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,AGO,Angola,Natural Regeneration,Max extent,Mha,0.8161,100,NA,NA,NA,NA
