label,iso3c,year,value,unit
Land agricultural land area 1000 ha,USA,1993,94.51161876074,percent of max
Land agricultural land area 1000 ha,USA,1994,94.10738108060397,percent of max
Land agricultural land area 1000 ha,USA,1995,93.88392188760449,percent of max
Land agricultural land area 1000 ha,USA,1996,93.02740280083752,percent of max
Land agricultural land area 1000 ha,USA,1997,92.70986728758528,percent of max
Land agricultural land area 1000 ha,USA,1998,92.64349990726444,percent of max
Land agricultural land area 1000 ha,USA,1999,92.4868550129718,percent of max
Land agricultural land area 1000 ha,USA,2000,92.60126611978754,percent of max
Land agricultural land area 1000 ha,USA,2001,92.72305137997225,percent of max
Land agricultural land area 1000 ha,USA,2002,92.30294809713324,percent of max
Land agricultural land area 1000 ha,USA,2003,92.29362984878516,percent of max
Land agricultural land area 1000 ha,USA,2004,92.28437863819498,percent of max
Land agricultural land area 1000 ha,USA,2005,92.2751497735241,percent of max
Land agricultural land area 1000 ha,USA,2006,92.26603263844973,percent of max
Land agricultural land area 1000 ha,USA,2007,92.25682611969815,percent of max
Land agricultural land area 1000 ha,USA,2008,91.81989635962628,percent of max
Land agricultural land area 1000 ha,USA,2009,91.38296659955442,percent of max
Land agricultural land area 1000 ha,USA,2010,90.94603683948256,percent of max
Land agricultural land area 1000 ha,USA,2011,90.5091070794107,percent of max
Land agricultural land area 1000 ha,USA,2012,90.0721669955241,percent of max
Land agricultural land area 1000 ha,USA,2013,90.19416369279723,percent of max
Land agricultural land area 1000 ha,USA,2014,90.31615006625564,percent of max
Land agricultural land area 1000 ha,USA,2015,90.43811409379477,percent of max
Land agricultural land area 1000 ha,USA,2016,90.56010046725316,percent of max
Land agricultural land area 1000 ha,USA,2017,90.68205417097757,percent of max
Land agricultural land area 1000 ha,USA,2018,90.68205417097757,percent of max
Agricultural tractors in use,USA,1961,85.74040219378428,percent of max
Agricultural tractors in use,USA,1962,86.47166361974405,percent of max
Agricultural tractors in use,USA,1963,86.92870201096892,percent of max
Agricultural tractors in use,USA,1964,87.44058500914078,percent of max
Agricultural tractors in use,USA,1965,87.75137111517367,percent of max
Agricultural tractors in use,USA,1966,100.0,percent of max
Agricultural tractors in use,USA,1967,99.6343692870201,percent of max
Agricultural tractors in use,USA,1968,98.53747714808044,percent of max
Agricultural tractors in use,USA,1969,96.9835466179159,percent of max
Agricultural tractors in use,USA,1970,96.3436928702011,percent of max
Agricultural tractors in use,USA,1971,95.70383912248629,percent of max
Agricultural tractors in use,USA,1972,95.15539305301645,percent of max
Agricultural tractors in use,USA,1973,94.6983546617916,percent of max
Agricultural tractors in use,USA,1974,94.24131627056673,percent of max
Agricultural tractors in use,USA,1975,93.60146252285192,percent of max
Agricultural tractors in use,USA,1976,93.05301645338209,percent of max
Agricultural tractors in use,USA,1977,92.3217550274223,percent of max
Agricultural tractors in use,USA,1978,91.20658135283364,percent of max
Agricultural tractors in use,USA,1979,89.21389396709324,percent of max
Agricultural tractors in use,USA,1980,86.39853747714808,percent of max
Agricultural tractors in use,USA,1981,85.86837294332724,percent of max
Agricultural tractors in use,USA,1982,85.35648994515539,percent of max
Agricultural tractors in use,USA,1983,85.39305301645338,percent of max
Agricultural tractors in use,USA,1984,85.48446069469836,percent of max
Agricultural tractors in use,USA,1985,85.37477148080438,percent of max
Agricultural tractors in use,USA,1986,86.47166361974405,percent of max
Agricultural tractors in use,USA,1987,87.55027422303473,percent of max
Agricultural tractors in use,USA,1988,83.15341864716636,percent of max
Agricultural tractors in use,USA,1989,82.04012797074954,percent of max
Agricultural tractors in use,USA,1990,80.92685557586837,percent of max
Agricultural tractors in use,USA,1991,79.81356489945155,percent of max
Agricultural tractors in use,USA,1992,78.70029250457038,percent of max
Agricultural tractors in use,USA,1993,78.93919561243145,percent of max
Agricultural tractors in use,USA,1994,79.1780987202925,percent of max
Agricultural tractors in use,USA,1995,79.41698354661791,percent of max
Agricultural tractors in use,USA,1996,79.65588665447898,percent of max
Agricultural tractors in use,USA,1997,79.89478976234004,percent of max
Agricultural tractors in use,USA,1998,80.70758683729433,percent of max
Agricultural tractors in use,USA,1999,81.52038391224863,percent of max
Agricultural tractors in use,USA,2000,82.33318098720292,percent of max
Agricultural tractors in use,USA,2001,83.14597806215723,percent of max
Agricultural tractors in use,USA,2002,83.95877513711152,percent of max
Agricultural tractors in use,USA,2003,83.21751371115174,percent of max
Agricultural tractors in use,USA,2004,82.4762705667276,percent of max
Agricultural tractors in use,USA,2005,81.73500914076783,percent of max
Agricultural tractors in use,USA,2006,80.9937659963437,percent of max
Agricultural tractors in use,USA,2007,80.2525045703839,percent of max
Total vehicles (OICA),USA,2005,89.97050300459473,percent of max
Total vehicles (OICA),USA,2006,92.59962795724418,percent of max
Total vehicles (OICA),USA,2007,94.13561831973358,percent of max
Total vehicles (OICA),USA,2008,94.55652055805005,percent of max
Total vehicles (OICA),USA,2009,94.23819431486287,percent of max
Total vehicles (OICA),USA,2010,93.95809750159472,percent of max
Total vehicles (OICA),USA,2011,94.2230539465781,percent of max
Total vehicles (OICA),USA,2012,95.19396299313968,percent of max
Total vehicles (OICA),USA,2013,95.6548392103108,percent of max
Total vehicles (OICA),USA,2014,97.66556831117285,percent of max
Total vehicles (OICA),USA,2015,100.0,percent of max
"Aluminum primary production, in metric tons",USA,1850,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1851,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1852,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1853,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1854,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1855,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1856,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1857,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1858,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1859,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1860,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1861,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1862,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1863,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1864,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1865,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1866,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1867,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1868,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1869,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1870,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1871,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1872,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1873,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1874,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1875,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1876,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1877,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1878,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1879,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1880,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1881,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1882,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1883,0.0,percent of max
"Aluminum primary production, in metric tons",USA,1884,2.1486892995272887e-06,percent of max
"Aluminum primary production, in metric tons",USA,1885,6.446067898581865e-06,percent of max
"Aluminum primary production, in metric tons",USA,1886,6.446067898581865e-05,percent of max
"Aluminum primary production, in metric tons",USA,1887,0.00017404383326171036,percent of max
"Aluminum primary production, in metric tons",USA,1888,0.0001847872797593468,percent of max
"Aluminum primary production, in metric tons",USA,1889,0.0004641168886978943,percent of max
"Aluminum primary production, in metric tons",USA,1890,0.0005994843145681134,percent of max
"Aluminum primary production, in metric tons",USA,1891,0.0016351525569402662,percent of max
"Aluminum primary production, in metric tons",USA,1892,0.002870648904168457,percent of max
"Aluminum primary production, in metric tons",USA,1893,0.003036097980232059,percent of max
"Aluminum primary production, in metric tons",USA,1894,0.007958745165449076,percent of max
"Aluminum primary production, in metric tons",USA,1895,0.008955737000429738,percent of max
"Aluminum primary production, in metric tons",USA,1896,0.012677266867211002,percent of max
"Aluminum primary production, in metric tons",USA,1897,0.03897722389342501,percent of max
"Aluminum primary production, in metric tons",USA,1898,0.05068758057584873,percent of max
"Aluminum primary production, in metric tons",USA,1899,0.06334336055006447,percent of max
"Aluminum primary production, in metric tons",USA,1900,0.06875805758487322,percent of max
"Aluminum primary production, in metric tons",USA,1901,0.06875805758487322,percent of max
"Aluminum primary production, in metric tons",USA,1902,0.07090674688440052,percent of max
"Aluminum primary production, in metric tons",USA,1903,0.0730554361839278,percent of max
"Aluminum primary production, in metric tons",USA,1904,0.08379888268156424,percent of max
"Aluminum primary production, in metric tons",USA,1905,0.1095831542758917,percent of max
"Aluminum primary production, in metric tons",USA,1906,0.1461108723678556,percent of max
"Aluminum primary production, in metric tons",USA,1907,0.16759776536312848,percent of max
"Aluminum primary production, in metric tons",USA,1908,0.1095831542758917,percent of max
"Aluminum primary production, in metric tons",USA,1909,0.2922217447357112,percent of max
"Aluminum primary production, in metric tons",USA,1910,0.350236355822948,percent of max
"Aluminum primary production, in metric tons",USA,1911,0.3695745595186936,percent of max
"Aluminum primary production, in metric tons",USA,1912,0.40825096691018475,percent of max
"Aluminum primary production, in metric tons",USA,1913,0.4684142672969489,percent of max
"Aluminum primary production, in metric tons",USA,1914,0.5651052857756769,percent of max
"Aluminum primary production, in metric tons",USA,1915,0.8766652342071336,percent of max
"Aluminum primary production, in metric tons",USA,1916,1.1302105715513537,percent of max
"Aluminum primary production, in metric tons",USA,1917,1.2677266867211001,percent of max
"Aluminum primary production, in metric tons",USA,1918,1.207563386334336,percent of max
"Aluminum primary production, in metric tons",USA,1919,1.2483884830253544,percent of max
"Aluminum primary production, in metric tons",USA,1920,1.3450795015040824,percent of max
"Aluminum primary production, in metric tons",USA,1921,0.5264288783841856,percent of max
"Aluminum primary production, in metric tons",USA,1922,0.7219596046411689,percent of max
"Aluminum primary production, in metric tons",USA,1923,1.2462397937258274,percent of max
"Aluminum primary production, in metric tons",USA,1924,1.461108723678556,percent of max
"Aluminum primary production, in metric tons",USA,1925,1.364417705199828,percent of max
"Aluminum primary production, in metric tons",USA,1926,1.4417705199828106,percent of max
"Aluminum primary production, in metric tons",USA,1927,1.5986248388483024,percent of max
"Aluminum primary production, in metric tons",USA,1928,2.0455522131499784,percent of max
"Aluminum primary production, in metric tons",USA,1929,2.221744735711216,percent of max
"Aluminum primary production, in metric tons",USA,1930,2.2410829394069616,percent of max
"Aluminum primary production, in metric tons",USA,1931,1.7339922647185215,percent of max
"Aluminum primary production, in metric tons",USA,1932,1.01418134937688,percent of max
"Aluminum primary production, in metric tons",USA,1933,0.8379888268156425,percent of max
"Aluminum primary production, in metric tons",USA,1934,0.7219596046411689,percent of max
"Aluminum primary production, in metric tons",USA,1935,1.1688869789428449,percent of max
"Aluminum primary production, in metric tons",USA,1936,2.183068328319725,percent of max
"Aluminum primary production, in metric tons",USA,1937,2.84486463257413,percent of max
"Aluminum primary production, in metric tons",USA,1938,2.786850021486893,percent of max
"Aluminum primary production, in metric tons",USA,1939,3.195100988397078,percent of max
"Aluminum primary production, in metric tons",USA,1940,4.013751611516975,percent of max
"Aluminum primary production, in metric tons",USA,1941,6.022776106574989,percent of max
"Aluminum primary production, in metric tons",USA,1942,10.152556940266438,percent of max
"Aluminum primary production, in metric tons",USA,1943,17.928663515255693,percent of max
"Aluminum primary production, in metric tons",USA,1944,15.122475290073057,percent of max
"Aluminum primary production, in metric tons",USA,1945,9.647614954877524,percent of max
"Aluminum primary production, in metric tons",USA,1946,7.990975504941986,percent of max
"Aluminum primary production, in metric tons",USA,1947,11.147400085947572,percent of max
"Aluminum primary production, in metric tons",USA,1948,12.142243231628706,percent of max
"Aluminum primary production, in metric tons",USA,1949,11.75118177911474,percent of max
"Aluminum primary production, in metric tons",USA,1950,14.011602922217447,percent of max
"Aluminum primary production, in metric tons",USA,1951,16.312849162011172,percent of max
"Aluminum primary production, in metric tons",USA,1952,18.26171035668242,percent of max
"Aluminum primary production, in metric tons",USA,1953,24.400515685431888,percent of max
"Aluminum primary production, in metric tons",USA,1954,28.472281908036095,percent of max
"Aluminum primary production, in metric tons",USA,1955,30.5199828104856,percent of max
"Aluminum primary production, in metric tons",USA,1956,32.722389342501074,percent of max
"Aluminum primary production, in metric tons",USA,1957,32.11645896003438,percent of max
"Aluminum primary production, in metric tons",USA,1958,30.517834121186077,percent of max
"Aluminum primary production, in metric tons",USA,1959,38.08122045552213,percent of max
"Aluminum primary production, in metric tons",USA,1960,39.25010743446498,percent of max
"Aluminum primary production, in metric tons",USA,1961,37.105715513536744,percent of max
"Aluminum primary production, in metric tons",USA,1962,41.27632144391921,percent of max
"Aluminum primary production, in metric tons",USA,1963,45.077352814782984,percent of max
"Aluminum primary production, in metric tons",USA,1964,49.75504941985389,percent of max
"Aluminum primary production, in metric tons",USA,1965,53.28534593897722,percent of max
"Aluminum primary production, in metric tons",USA,1966,57.842715943274605,percent of max
"Aluminum primary production, in metric tons",USA,1967,63.708637730984094,percent of max
"Aluminum primary production, in metric tons",USA,1968,63.435754189944134,percent of max
"Aluminum primary production, in metric tons",USA,1969,73.9213579716373,percent of max
"Aluminum primary production, in metric tons",USA,1970,77.50537172324881,percent of max
"Aluminum primary production, in metric tons",USA,1971,76.51267726686721,percent of max
"Aluminum primary production, in metric tons",USA,1972,80.35668242372152,percent of max
"Aluminum primary production, in metric tons",USA,1973,88.2831972496777,percent of max
"Aluminum primary production, in metric tons",USA,1974,95.5822948001719,percent of max
"Aluminum primary production, in metric tons",USA,1975,75.61237645036528,percent of max
"Aluminum primary production, in metric tons",USA,1976,82.87064890416845,percent of max
"Aluminum primary production, in metric tons",USA,1977,88.46153846153845,percent of max
"Aluminum primary production, in metric tons",USA,1978,93.63987967339924,percent of max
"Aluminum primary production, in metric tons",USA,1979,97.91577137945853,percent of max
"Aluminum primary production, in metric tons",USA,1980,100.0,percent of max
"Aluminum primary production, in metric tons",USA,1981,96.45466265577997,percent of max
"Aluminum primary production, in metric tons",USA,1982,70.34808766652341,percent of max
"Aluminum primary production, in metric tons",USA,1983,72.04555221314997,percent of max
"Aluminum primary production, in metric tons",USA,1984,88.07477438762355,percent of max
"Aluminum primary production, in metric tons",USA,1985,75.2041254834551,percent of max
"Aluminum primary production, in metric tons",USA,1986,65.25569402664375,percent of max
"Aluminum primary production, in metric tons",USA,1987,71.83068328319725,percent of max
"Aluminum primary production, in metric tons",USA,1988,84.74430597335625,percent of max
"Aluminum primary production, in metric tons",USA,1989,86.59217877094973,percent of max
"Aluminum primary production, in metric tons",USA,1990,86.97894284486463,percent of max
"Aluminum primary production, in metric tons",USA,1991,88.54748603351955,percent of max
"Aluminum primary production, in metric tons",USA,1992,86.850021486893,percent of max
"Aluminum primary production, in metric tons",USA,1993,79.3940696175333,percent of max
"Aluminum primary production, in metric tons",USA,1994,70.88525999140525,percent of max
"Aluminum primary production, in metric tons",USA,1995,72.51826385904599,percent of max
"Aluminum primary production, in metric tons",USA,1996,76.86291362269016,percent of max
"Aluminum primary production, in metric tons",USA,1997,77.4258702191663,percent of max
"Aluminum primary production, in metric tons",USA,1998,79.77438762354964,percent of max
"Aluminum primary production, in metric tons",USA,1999,81.19037387193812,percent of max
"Aluminum primary production, in metric tons",USA,2000,78.82251826385904,percent of max
"Aluminum primary production, in metric tons",USA,2001,56.66093682853459,percent of max
"Aluminum primary production, in metric tons",USA,2002,58.16501933820369,percent of max
"Aluminum primary production, in metric tons",USA,2003,58.085517834121184,percent of max
"Aluminum primary production, in metric tons",USA,2004,54.06961753330468,percent of max
"Aluminum primary production, in metric tons",USA,2005,53.308981521272024,percent of max
"Aluminum primary production, in metric tons",USA,2006,49.07176622260421,percent of max
"Aluminum primary production, in metric tons",USA,2007,54.87537602062742,percent of max
"Aluminum primary production, in metric tons",USA,2008,57.11860764933391,percent of max
"Aluminum primary production, in metric tons",USA,2009,37.11216158143532,percent of max
"Aluminum primary production, in metric tons",USA,2010,37.114310270734855,percent of max
"Aluminum primary production, in metric tons",USA,2011,42.758917060593035,percent of max
"Aluminum primary production, in metric tons",USA,2012,44.47786850021487,percent of max
Land arable land area 1000 ha,USA,1961,95.4482044344867,percent of max
Land arable land area 1000 ha,USA,1962,93.5802456088436,percent of max
Land arable land area 1000 ha,USA,1963,94.8901946693158,percent of max
Land arable land area 1000 ha,USA,1964,94.04049798144194,percent of max
Land arable land area 1000 ha,USA,1965,93.53004586671176,percent of max
Land arable land area 1000 ha,USA,1966,92.8457441187039,percent of max
Land arable land area 1000 ha,USA,1967,92.20213058273974,percent of max
Land arable land area 1000 ha,USA,1968,95.64371921963179,percent of max
Land arable land area 1000 ha,USA,1969,100.0,percent of max
Land arable land area 1000 ha,USA,1970,99.73103506584093,percent of max
Land arable land area 1000 ha,USA,1971,99.41662615459407,percent of max
Land arable land area 1000 ha,USA,1972,99.10221724334721,percent of max
Land arable land area 1000 ha,USA,1973,98.84065016592336,percent of max
Land arable land area 1000 ha,USA,1974,98.5352243664264,percent of max
Land arable land area 1000 ha,USA,1975,98.5352243664264,percent of max
Land arable land area 1000 ha,USA,1976,98.5352243664264,percent of max
Land arable land area 1000 ha,USA,1977,98.57749783348481,percent of max
Land arable land area 1000 ha,USA,1978,99.74160343260553,percent of max
Land arable land area 1000 ha,USA,1979,99.74160343260553,percent of max
Land arable land area 1000 ha,USA,1980,99.74160343260553,percent of max
Land arable land area 1000 ha,USA,1981,99.74160343260553,percent of max
Land arable land area 1000 ha,USA,1982,99.21846927775782,percent of max
Land arable land area 1000 ha,USA,1983,99.21846927775782,percent of max
Land arable land area 1000 ha,USA,1984,99.21846927775782,percent of max
Land arable land area 1000 ha,USA,1985,99.21846927775782,percent of max
Land arable land area 1000 ha,USA,1986,99.21846927775782,percent of max
Land arable land area 1000 ha,USA,1987,98.1494789795185,percent of max
Land arable land area 1000 ha,USA,1988,98.1494789795185,percent of max
Land arable land area 1000 ha,USA,1989,98.14102428610683,percent of max
Land arable land area 1000 ha,USA,1990,98.11460336919534,percent of max
Land arable land area 1000 ha,USA,1991,98.11460336919534,percent of max
Land arable land area 1000 ha,USA,1992,97.27124770138022,percent of max
Land arable land area 1000 ha,USA,1993,96.56739447485786,percent of max
Land arable land area 1000 ha,USA,1994,96.13990403922978,percent of max
Land arable land area 1000 ha,USA,1995,96.08706220540678,percent of max
Land arable land area 1000 ha,USA,1996,94.59005305320116,percent of max
Land arable land area 1000 ha,USA,1997,93.84286952294393,percent of max
Land arable land area 1000 ha,USA,1998,93.4148506689776,percent of max
Land arable land area 1000 ha,USA,1999,92.66766713872038,percent of max
Land arable land area 1000 ha,USA,2000,92.66766713872038,percent of max
Land arable land area 1000 ha,USA,2001,92.68457652554373,percent of max
Land arable land area 1000 ha,USA,2002,91.40421889201242,percent of max
Land arable land area 1000 ha,USA,2003,90.21754982984929,percent of max
Land arable land area 1000 ha,USA,2004,89.04689184333454,percent of max
Land arable land area 1000 ha,USA,2005,87.8604341485067,percent of max
Land arable land area 1000 ha,USA,2006,86.67397645367885,percent of max
Land arable land area 1000 ha,USA,2007,85.48751875885101,percent of max
Land arable land area 1000 ha,USA,2008,84.77177611971845,percent of max
Land arable land area 1000 ha,USA,2009,84.05603348058591,percent of max
Land arable land area 1000 ha,USA,2010,83.34029084145335,percent of max
Land arable land area 1000 ha,USA,2011,82.62454820232081,percent of max
Land arable land area 1000 ha,USA,2012,81.90880556318827,percent of max
Land arable land area 1000 ha,USA,2013,82.19726913402803,percent of max
Land arable land area 1000 ha,USA,2014,82.48573270486779,percent of max
Land arable land area 1000 ha,USA,2015,82.77414343387373,percent of max
Land arable land area 1000 ha,USA,2016,83.0626070047135,percent of max
Land arable land area 1000 ha,USA,2017,83.35101773371943,percent of max
Land arable land area 1000 ha,USA,2018,83.35101773371943,percent of max
ATMs,USA,1988,19.024011935013295,percent of max
ATMs,USA,1989,17.77055061939719,percent of max
ATMs,USA,1990,18.853433228041695,percent of max
ATMs,USA,1991,19.702291931366318,percent of max
ATMs,USA,1992,20.641347041834308,percent of max
ATMs,USA,1993,22.444242120773627,percent of max
ATMs,USA,1994,25.878615356109268,percent of max
ATMs,USA,1995,29.19590127291122,percent of max
ATMs,USA,1996,33.21392437824993,percent of max
ATMs,USA,1997,39.51829442248418,percent of max
ATMs,USA,1998,43.9408962436178,percent of max
ATMs,USA,1999,53.377449942354296,percent of max
ATMs,USA,2000,64.21274646478906,percent of max
ATMs,USA,2001,76.26204383426273,percent of max
ATMs,USA,2002,82.84477865226701,percent of max
ATMs,USA,2003,87.24096197736525,percent of max
ATMs,USA,2004,90.11552669348957,percent of max
ATMs,USA,2005,93.17427825227665,percent of max
ATMs,USA,2006,92.9389896708315,percent of max
ATMs,USA,2007,97.72028893437802,percent of max
ATMs,USA,2008,95.56128130644291,percent of max
ATMs,USA,2009,100.0,percent of max
"Air transport, passengers carried",USA,1970,17.637041792871116,percent of max
"Air transport, passengers carried",USA,1971,18.790995071956768,percent of max
"Air transport, passengers carried",USA,1972,20.64505981740235,percent of max
"Air transport, passengers carried",USA,1973,21.83027115567847,percent of max
"Air transport, passengers carried",USA,1974,22.402515492529165,percent of max
"Air transport, passengers carried",USA,1975,22.10987583316518,percent of max
"Air transport, passengers carried",USA,1976,24.06478817614922,percent of max
"Air transport, passengers carried",USA,1977,25.912960419191204,percent of max
"Air transport, passengers carried",USA,1978,29.460947820147464,percent of max
"Air transport, passengers carried",USA,1979,33.841747982437305,percent of max
"Air transport, passengers carried",USA,1980,31.86762673768286,percent of max
"Air transport, passengers carried",USA,1981,30.330762665135847,percent of max
"Air transport, passengers carried",USA,1982,31.39969678560368,percent of max
"Air transport, passengers carried",USA,1983,34.05497956809753,percent of max
"Air transport, passengers carried",USA,1984,36.70852550399952,percent of max
"Air transport, passengers carried",USA,1985,40.14721587678057,percent of max
"Air transport, passengers carried",USA,1986,44.73270151078461,percent of max
"Air transport, passengers carried",USA,1987,47.67616961446451,percent of max
"Air transport, passengers carried",USA,1988,49.01098283547544,percent of max
"Air transport, passengers carried",USA,1989,48.89860920627967,percent of max
"Air transport, passengers carried",USA,1990,50.130081781562616,percent of max
"Air transport, passengers carried",USA,1991,48.77499268940379,percent of max
"Air transport, passengers carried",USA,1992,50.3880811923987,percent of max
